Date,PMID,Passage,Data
20181206,23052546,"; Puelles, unpublished observations; Allen Developing Mouse Brain Atlas, http://developingmouse.brain-map.org/).",brain-map.org
20181206,23052546,We compared the location of these landmarks with the expression pattern of Hoxa2 and Hoxb2 genes from the Allen Developing Mouse Brain Atlas (http://developingmouse.brain-map.org/).,brain-map.org
20181206,23052546,"The trigeminal sensory and motor nerve roots emerge laterally at the caudal end of r2, aiding the delimitation from r3 (Allen Developing Mouse Brain Atlas, http://developingmouse.brain-map.org/) and the rostral end of the Hoxb2 expression domain likewise delimits r2 from r3 (Egr2—known before as Krox20—labels selectively r3 and r5, being likewise useful for the present purpose).",brain-map.org
20181206,23052546,"; Allen Developing Mouse Brain Atlas (http://developingmouse.brain-map.org/), whereas the r6/r7 boundary coincides with the rostralmost Hoxd4 expression, and the caudal pole of the migrated facial motor nucleus.",brain-map.org
20181206,23052546,(a) and the abundant mouse genoarchitectonic evidence available in the Allen Developing Mouse Brain Atlas (http://www.developingmouse.brain-map.org).,brain-map.org
20181206,23052546,"Although we did not detect ourselves Slc6a4 expression during mouse development (negative data attributed to malfunctioning of the probe used), positive data of its expression at E15.5-P14 are found in the Allen Developing Mouse Brain Atlas (http://www.developingmouse.brain-map.org), supporting the latter hypothesis.",brain-map.org
20181206,23052546,"; Allen Developing Mouse Brain Atlas, http://www.developingmouse.brain-map.org).",brain-map.org
20181206,23052546,"This pattern persists at least until postnatal stages, suggesting a supportive role in the maintenance of some aspect of the local serotonergic cells (personal observations, Allen Developing Mouse Brain Atlas, http://developingmouse.brain-map.org/).",brain-map.org
20181206,23052546,We searched for genes displaying an expression pattern restricted to some raphe nuclei in the Allen Mouse Brain Atlas database (http://mouse.brain-map.org).,brain-map.org
20181203,23056596,"Nomenclature and classification of thalamic nuclei follow Caviness and Frost, Jones and Alan reference atlas (http://mouse.brain-map.org/static/atlas).",brain-map.org
20181113,23071428,"Code to implement all of the analyses reported here, along with all of the auxiliary files, are available at https://github.com/poldrack/LatentStructure.",github
20181224,23085497,Two sets of TRT data (Table 1) were obtained from the International Neuroimaging Data-Sharing Initiative (INDI: http://fcon_1000.projects.nitrc.org/indi/indi_ack.html).,fcon_1000.projects
20181224,23085497,The first dataset (NYU TRT data) includes 25 individuals (http://www.nitrc.org/projects/nyu_trt).,nitrc
20181224,23085497,"The enhanced NKI TRT (eNKI) data were acquired from 22 participants (http://fcon_1000.projects.nitrc.org/indi/pro/eNKI_RS_TRT/FrontPage.html), which excluded two participants from the original release (subject 0021001 had brain atrophy and subject 6471972 did not have a retest session).",fcon_1000.projects
20181224,23085497,"Image preprocessing was carried out using the Connectome Computation System (CCS: http://lfcd.psych.ac.cn/ccs.html), which provides a common platform for brain connectome analysis by integrating the functionality of afni, fsl, and freesurfer, extending the utility of FCP scripts (FCON_1000: http://www.nitrc.org/frs/downloadlink.php/2628) and by integrating the brain surface information reconstructed by freesurfer (version 5.1).",nitrc
20181223,23123682,"Over a decade ago, the fMRI Data Center (fMRIDC) pioneered open-access data sharing in the task-based functional neuroimaging community.",fmridc
20181223,23123682,"Well ahead of its time, the fMRIDC effort encountered logistical, sociocultural and funding barriers that impeded the field-wise instantiation of open-access data sharing.",fmridc
20181223,23123682,"Reminiscent of the challenges faced by fMRIDC, key controversies persist and include participant privacy, the role of informatics, and the logistical and cultural challenges of establishing an open science ethos.",fmridc
20181223,23123682,"Over a decade ago, the fMRI Data Center (fMRIDC) pioneered open-access data sharing in the neuroimaging community.",fmridc
20181223,23123682,"The fMRIDC specifically aimed to establish a publicly accessible repository of peer-reviewed fMRI studies that contained all data necessary to interpret, analyze, and replicate the deposited studies.",fmridc
20181223,23123682,"The creators of fMRIDC argued that such a resource not only enabled investigators to confirm and extend the findings of published studies, but it also facilitated meta-analytic and discovery science approaches, while providing broad training opportunities.",fmridc
20181223,23123682,"To promote this type of open science culture, Michael Gazzaniga, then Editor-in-Chief of the Journal of Cognitive Neuroscience, made the decision to require all authors who were publishing in the Journal to deposit their data in fMRIDC and encouraged other journals to adopt the same policy.",fmridc
20181223,23123682,Concerns regarding the fMRIDC highlighted two key obstacles to open-access data sharing that remain relevant to this day.,fmridc
20181223,23123682,"The fMRIDC team was well equipped to handle large-scale datasets internally, having access to sufficient storage space (almost a petabyte combining spinning disks and tape backup) and ample processing power.",fmridc
20181223,23123682,"The lack of standardization in imaging data storage formats, specification of experimental designs, and stimulus definitions for task-based fMRI further increased skepticism regarding the feasibility of the model proposed by the fMRIDC.",fmridc
20181223,23123682,"Despite these controversies, the visionary and bold fMRIDC effort succeeded in gathering and sharing thousands of datasets from 2000 until its funding was discontinued in 2007.",fmridc
20181223,23123682,Even now the fMRIDC datasets remain available for download.,fmridc
20181223,23123682,"Unable to achieve sustainable neuroimaging data sharing, the fMRIDC pioneered the idea and as the fMRIDC effort came to a close, a series of informatics-driven voluntary data-sharing initiatives began to emerge, powered by the Extensible Neuroimaging Archive Toolkit (XNAT) - an open source imaging informatics platform (e.g., Brainscape [http://www.brainscape.org/], OASIS [http://www.oasis-brains.org/], and XNAT Central [http://central.xnat.org/]).",fmridc
20181223,23123682,"Their efforts avoided the controversies sparked by fMRIDC, but they did not evoke strong responses by investigators other than those directly involved in their development.",fmridc
20181223,23123682,"Accordingly, on December 11th, 2009, the FCP publicly released data collected from over 1300 international participants at 30 international sites via the Neuroimaging Informatics Tools and Resources Clearinghouse (NITRC; http://www.nitrc.org).",nitrc
20181223,23123682,"The response to the launch of the 1000 Functional Connectomes Project (http://www.fcon_1000.projects.nitrc.org) was gratifying, demonstrating the eagerness of investigators to access large-scale datasets and the feasibility of providing such data in an unrestricted manner.",fcon_1000.projects
20181223,23123682,The first of these datasets was released in 2011 by the ADHD-200 Consortium (http://fcon_1000.projects.nitrc.org/indi/adhd200).,fcon_1000.projects
20181223,23123682,"In August 2012, the Autism Brain Imaging Data Exchange (ABIDE; http://fcon_1000.projects.nitrc.org/indi/abide/), will release data via INDI that includes about 500 individuals with autism, and a comparable number of matched typically developing controls.",fcon_1000.projects
20181223,23123682,"Beyond the gathering and sharing of published or archived datasets, as promoted by the fMRIDC and FCP initiatives, INDI has advanced a model for prospective, pre-publication data sharing.",fmridc
20181223,23123682,"Although more cumbersome, data usage agreements, such as those specified by the National Database For Autism Research (NDAR) or the Alzheimer’s Disease Neuroimaging Initiative (ADNI), permit sharing of datasets which are not fully de-identified by imposing restrictions on prospective users.",national database for autism research
20181223,23123682,"Like the fMRIDC, the FCP elected to compensate for the lack of informatics infrastructure by using manpower to facilitate data contribution, preparation and distribution.",fmridc
